Title,Grade,Tag,Content,Images,ID
The Result of Kindness,K,Short Story,"Once upon a time, in a beautiful jungle, there lived a strong lion named Leo. Leo was proud of his roar and loved to show off to all the other animals. But one day, while he was sleeping, a tiny mouse accidentally woke him up. Leo got so angry that he wanted to eat the mouse, disturbing his sleep.
But the mouse begged for mercy and promised that one day he would return the favor. Leo laughed and let the mouse go, thinking it would never happen.
A few days later, Leo got caught in a hunter's trap. He was so strong that he could break free, but the trap was just too strong. He roared and roared for help, but no one came. Just when he thought he was done for, the little mouse appeared and gnawed through the ropes that held the trap shut.
Leo was amazed and grateful, and he thanked the mouse for keeping his promise. From then on, Leo learned that kindness and friendship come in all shapes and sizes.",The Result of Kindness.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/kWvAjqfR94disRJ5iB8AlA/2hw9Sc_jX4DWbFhTqBtYh0K2yfX5Lbi6GkwlJ7eO75A4tNskUXMHnN9frnltltYC1JvDhkWFvPdgrq5ijGcrcuzch8B7Kdhau5Q9bgQFgNc/ON6i48pN-qPwfyhvACOOxCYTMgYGs4psDgaRXWJXtkw),28
Forgiveness,K,Rhyme,"Forgiveness is a gift, that's true
It's something you should always do
Holding grudges will bring you pain
But forgiveness will ease the strain

When someone makes a mistake
And causes your heart to ache
Remember to let go and forgive
For a happier life you'll live

Forgiveness is a choice you make
And it's not always easy to take
But it's worth it in the end
For a heart that's mended and free from bend

So next time someone does you wrong
Remember to forgive and to stay strong
Forgiveness will set you free
And bring peace to you and me.",Forgiveness.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/L2-axgu23FBmepCcZfKQoA/RXSkIE7qjleqfWri6VZx6ev9VVGkwjaLzzJLJAuKBN2Rv0TSdgnVJu_LAA0ZKRXX2dFOtcFhnA9FyRUkxfERK-ozbcWHsSQnMqSCgOsayf4/SPMBomIbE0qLsJl7m5PC2niPGZUgEFtEHr9bc3ph6x4),29
Know the Colors,K,Rhyme,"Colors all around,
Bright and bold, or soft and found.

Red like a rose,
Orange like a sunset,
Yellow like a daffodil,
Green like a leaf,

Blue like the sea,
Purple like a plum,
Pink like a peony,
And every color in between.

Colors make our world so bright,
They bring life and joy to sight.

So let's embrace each hue,
And all the beauty it imbues.",Know the Colors.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/E85cWd-h7_f0YGQR6p7goQ/odAC5m_1OTCDH6qgXQy-QlnZGl101hlbf55Wyp5iMPtQAKko-y63y6r-BrHmOZdG46TRJibYWDmxyTIvAA0bPZrRanWbWTvTjUtNWKoQ4Ms/uI-qifQLHUJLmNFN90vmYJYv3K91TOcgAyf7bFNk1Pg),30
Importance of Family,K,Short Story,"Timmy, a young boy, lived at home with his parents and two older sisters. Timmy's family was not wealthy, and they struggled to survive. Timmy's family was always there for one another and provided a loving and supportive environment.
Timmy's parents received some surprising news one day. They were expecting another child. Timmy was overjoyed at the prospect of a new sibling, but his parents were concerned about how they would financially support another child.
Timmy's sisters, who were both in college, offered to assist by working part-time and contributing to household expenses. Timmy also helped out by doing part time around the neighborhood.
They were able to make things work and provide a comfortable home for the new addition to their family by working together.
Timmy and his siblings were overjoyed when the baby arrived. They all took turns caring for the new baby and ensuring that their parents had the support they required.
Timmy learned the value of family and the importance of working together to overcome obstacles as a result of this experience. He was confident that no matter what obstacles arose, his family would always be there for one another, supporting and loving one another through thick and thin.",Importance of Family.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/IaRc84FwFnq3QoKQ_h5c4w/AIqbirmnMBEZPNGUMhij63D67gxZb-Ql9YT_juCvfDEua3z8r_6SNPnZFhp1_MkFrW6C9IcKXIMdnQGnHizcgwsqRmOKfLDy3BP8jBCyYzY/pNymwvagA60awVbmEdZ5eoah3ZNjX1cQQLHHrgdMCjA),31
Vegetables,K,Rhyme,"Vegetables are good for your health
They give you energy and strength.
They're packed with nutrients, vitamins and minerals
Eating them is smarter, not criminal.

They can lower your risk of disease
And help you maintain your ideal weight with ease.
So make sure to add them to every plate
It's an important step towards a healthy fate.",Vegetables.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/F3TXQcGdbE6DtgBMVDNGHQ/FRs2yyMTbKP7yebPAK1jEpnuGqrTHYr3UFaSLKpuRHP_WUMXediq4NyxGEGOSk_XZ5glYPhBMtlHzb8n8aLHD7qUC3CEeQ02hYaTBq4FvdU/oxNA8mnmeJno2ENISeBklVFNhmqSxIpBZbqTqYnJfzs),32
Patience,K,Rhyme,"Patience is a helpful thing
It helps our hearts and mind to sing
When we're feeling frustrated and don't know what to do
Patience helps us to see things through.

Sometimes we have to wait for our turn
But if we are patient, we will learn
That good things come to those who wait
And everything will be just great.

So let's be patient every day
And in every little thing we do and say
With patience, we'll be happy and free
And we'll grow up to be the best that we can be.",Patience.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/ZL-_qN5WISjiXvI-hGI3mA/Muq3C6YVKl2iH3pFJAPH04nCv5kiAdOZ4Mwq7N-D3kI5Klb5C1wKO0jfetqCWhi5lUUCbJFIlLqpNYp_nMf-XHEOr54MJobOoos8QEvjN8o/wSYd7AHHCHcXnvkhE41Z8gQXDMSk8AvWarRG_7Qxqfk),33
A Lost Puppy,K,Short Story,"Once upon a time, there was a puppy named Jojo. He had soft, fluffy fur and big, brown eyes like a golden retriever. Jojo was raised by a wonderful family who adored and cared for him.
Jojo would take long walks with his family every day, exploring the neighborhood and sniffing around the park. He enjoyed chasing balls and birds and was always eager to meet new people and dogs.
Jojo was running through the grass one day when he noticed a small, furry creature in the distance. It was a rabbit! Jojo had never seen one before and was so taken with it that he forgot about his leash. He ran over to the bunny, barking happily.
The terrified bunny hopped away as quickly as it could. Jojo pursued it, his tail wagging with delight. However, Jojo soon became lost in the woods, with no sign of the bunny or his family.
Jojo became concerned as the sun began to set. He'd never been lost before, and he had no idea how to get back home. He was lost in the woods, crying out for his family.
Jojo was about to give up hope when he heard a familiar voice. It was his mother! She had been looking for him all day and had finally found him. Jojo was ecstatic, and he ran to his mother, hopping into her arms.
Jojo made it a priority to stay close to his family after that, and he never chased bunnies into the woods again. He realized how important it was to always listen to his mother and stay safe.",A Lost Puppy.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/hOoFpAhatyi026AL8d87Kw/TdpAyj6qj3i--HiYmztk_dnY3UR7CJmagQewz57-YsMHEyWhgLcglBpmq2Flv0oJv60qihzUJCvPLsFY9TeVkUGlTlyDe6VFGL1aljlx8Ac/Dx2VJxz_7mp8Dcny-lQWoBPhwoADLjZTPdINvxZrCn4),34
Know the Shapes,K,Informative Text,"- Circle: A circle is a shape that has no corners and is round. It is often used to represent things like the sun or a wheel.

- Triangle: A triangle is a shape that has three straight sides and three corners. It is often used to represent things like mountains or pyramids.

- Square: A square is a shape that has four straight sides and four corners. It is often used to represent things like boxes or buildings.

- Rectangle: A rectangle is a shape that has four straight sides but opposite sides have different length, it has four corners. It is often used to represent things like doors or windows.

- Cross: A cross is a shape that has four equal length arms that are perpendicular to each other. It is often used to represent things like religion or medicine.

- Star: A star is a shape that has five or more points. It is often used to represent things like stars in the sky or celebrities.",Know the Shapes.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/o1lhCTPIvW5ziJ8J4F7tdQ/mfBXNluQ93OscJsODtC0e-AdDr5WHt7uip8QBuMnWDhvgScs3a96AH6yAaFsAmK4yeKQgnSa_uRIlskMHvExD7UQ1miwTHqieDpFPg9i-kA/Dek1sJmhQPF6yOhxiSrkcb7gQRvgJgOj8UnCrLRLuv4),35
Robert in the Zoo,K,Short Story,"Robert and his parents went to the zoo one sunny day. He'd never visited a zoo before, and he couldn't wait to see all of the different animals.
They first saw a large elephant spraying them with water from his trunk. Robert giggled as he got soaked. Then they noticed a lion sleeping under a tree. Robert was terrified, but his father assured him that the lion was only sleeping.
Then they came across a giraffe with a very long neck. Robert tried stretching his neck out like a giraffe, but he couldn't reach as far. Finally, they came across a monkey swinging from branch to branch. Robert wished he could swing like the monkey, but he knew he had to put in the practice time first.
Robert had a fantastic time at the zoo and couldn't wait to return and see more animals. As they drove away, he was already planning his next trip in his head.",Robert in the Zoo.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/sKNetrZBSVlCPyswQXwykg/OXuYwYvO6D8_Bt-CorHgxeZkdljZkkKes4QHsw3Inr4IXcumIjdl1YeYhXlNZp556xjrpAXb-nmBnYsZFfOfUcoJ46YA-16oogz0JSYW174/HzsmR-6DOukHovnb-xB45Plg9gS-JgfEFnnPHhm4jHw),36
Work Hard,K,Rhyme,"Work, work, work, it's what we do,
To make our dreams come true 
We put in time and effort every day,
To learn and grow in every way.

So don't be afraid to try your best,
And give it all that you've got.
Hard work pays off in the end,
And you'll be proud of what you've got.

Remember, if you want to succeed,
You have to work hard and take the lead.
So put in the time and the sweat,
And you'll see the fruits of your labor, no regrets.",Work Hard.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/rw705yXkLo8zaiQowFTb7g/5D0EOVU_XiOMuCDyjjcwFN3ZIiVh_DbJFvOv0xZwpfiuTi-4ipWWv-iNS5WSYKJe1nXgVkj_1FpUPVDuxWutuCUjB6gEdjmvVAFd1fCEypA/MN__K2KKsyF6yhxNy0FYrde6DrV1qh0ayTFK8VERIfA),37
A Devoted Mother,K,Short Story,"Once upon a time, there was a mother duck. She had six little ducklings that she loved more than anything in the world. She was a very devoted mother, and always made sure that her little ones were safe and happy.
Every day, the mother duck would lead her ducklings to the pond to swim and play. She would watch them carefully as they splashed around, making sure that they didn't get too close to the edge or stray too far away.
One day, a big storm came and the pond began to flood. The mother duck knew she had to act fast to keep her ducklings safe. She gathered them all under her wing and started to swim towards the shore. It was a long and difficult journey, but she was determined to get her little ones to safety.
Finally, they reached the shore and the mother duck made a nest for her ducklings to rest in. They were all tired and scared from the storm, but her warm and loving presence made them feel safe.
From that day on, the mother duck made sure to always keep a close eye on her ducklings, even on the sunny days. She loved them with all her heart and would do anything to protect them.",A Devoted Mother.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/bE_M1orzs8Z2nO4ZpHq3fw/5jDktjY0PVEQ-dK6ezAxOONhoxzbki2KccwTj402mg9DDWCr4yynmV2sOwoZMbHcc0NNDx2vuOGu-vhlu7D_UM2qteti0s6Ipxiw_hEnzUI/BQakflFhBdfDe_3WjdPSqz8JZ4-y4GEwGnCM1JukJdg),38
Jack and Jill,K,Rhyme,"Jack and Jill went up the hill,
To fetch a pail of water.
Jack fell down and broke his crown,
And Jill came tumbling after. ",Jack and Jill.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/0HloVBtSR7WVdYTk7QyYSg/RD9KGJeNBLXNoRt9KR8aP-KWqDR8gxqXvWsEpj8-8rNtJ_AawZTTwBMuSXMEuZ8zhxIfRzxD7kEB_R13DA1cOu8HwrMYCFz1xpJDROYjC3w/bKh4IOKGz_OXgrTr16XsUX37c5jUfX_gXPJbWKB_ruk),39
The Crafty Number Six,K,Short Story,"Number Six lived in the Land of Numbers. She could build anything. She built a basket that helped Number Two pick berries. She built skis for Number Five. She even built a building for Number Eight to turn into a library.
One day King Ten heard of her great skill at building things. He came down to her workshop and saw what she had done.
“You are the finest carpenter I have ever seen,” he said, “I want you to build me a toy that makes noise,” he said. She started working right away. She collected needles from pine trees.
The next day she brought the toy to the King, and he was very pleased.
“Wonderful,” he said, “Now I want you to make me a toy that can fly.” She started working right away. She used the leaves from the Great Ninety-Nine Tree to make wings for the toy. She built it out of a hollow tree to make it light.When they spun around insThe next day she brought it to the King, and he was pleased.
“Wonderful,” he said, “Now I want you to build me a toy that can never be broken.” She started working right away. She found the strongest metal ever, inside the rock behind a waterfall.
She built a toy so strong that it could be dropped from the sky, crushed by a boulder, or thrown in the ocean, and it would still not break.ide her toy, they made a clicking noise. The next day she brought it to the King. He was pleased, but once again, he wanted more.
“Build me a toy that is more fun than all of these combined!” he said. Number Six thought long and hard, and then she went back to her workshop. The next day she arrived at the castle with a box. She opened it up and handed the King a small toy.
“This is the greatest toy that I have ever created. As you can see, even a child could use it. And it is so much fun that only a fool would grow tired of playing with it.” The King was confused, but he did not say so out loud. “Thank You,” he said, “It’s magnificent!”
Number Six went back to building things that she liked. The King stopped asking her to build him new toys. He spent days trying to guess how his new toy worked. Number Six was sure that he would never figure it out. The toy she’d given him, the greatest toy she’d ever built, was nothing more than a small block of wood, which would keep his imagination playing forever.",The Crafty Number Six.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/X5Dd76myy_4NbwlZh9r8cQ/cO4wtZ8do2gyWnQ7GE4v5icjq_nMvJlWD1tmgWJsBW4sudhFNoRdnTDW6b2tKQyH97p50MLthmQ-Q51zIEzRDxqwyw7B-K3XU8v7cOLJwmQ/5sgupQAEeLSD6BSqhaBZKGIjsxi4P04iz7RQX9CicOQ),40
The Rabbit,K,Rhyme,"The moon is shining over the field,
A little breeze is blowing,
The radish leaves are crisp and green,
The lettuces are growing.
The owl is in the ivy-bush,
With both his eyes a-winking;
The rabbit shakes his little tail,
And sits him down a-thinking –
""Oh! Where are all the dormice gone?
And are the frogs a-vooing?
Will no one come to play with me?
What are they all a-doing?""
Poor little rabbit, all alone,
Don't let the master meet you;
He'll shoot you with his little gun,
And merrily he'll eat you! ",The Rabbit.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/yEgEjitWpjrTg0pAihognQ/okiH4nNnfvLsTDDQE46hVmLgiCktgpsCEXfnauLF39SrzRMxYRpMYLb9SFdnsuowRLL451difzAziLMSIN5oRzYZIDaKlCzStb5x7-dfeQY/KQotqRfhKBlUjgoniV1-7adsE_Fr1g16lI-dgIL1hs8),41
